"ANNEX1_GENUS","NCBI_SUB_TAXA","NCBI_TAXONOMY_LINK","INCLUDE_APPROVED_SIGN","EXCLUDE_APPROVED_SIGN"
" ","   Astragalus sieversianus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=158325","   ","   "
" ","   Astragalus hendersonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=210411","   ","   "
" ","   Astragalus milingensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=210412","   ","   "
" ","   Astragalus tanguticus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=210413","   ","   "
" ","   Astragalus tribulifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=210414","   ","   "
" ","   Astragalus yatungensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=210415","   ","   "
" ","   Astragalus monspessulanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=287756","   ","   "
" ","   Astragalus anserinifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339471","   ","   "
" ","   Astragalus askius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339472","   ","   "
" ","   Astragalus atricapillus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339473","   ","   "
" ","   Astragalus austriacus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339474","   ","   "
" ","   Astragalus botryophorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339475","   ","   "
" ","   Astragalus brevidens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339476","   ","   "
" ","   Astragalus callistachys","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339477","   ","   "
" ","   Astragalus campylotrichus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339478","   ","   "
" ","   Astragalus catacamptus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339479","   ","   "
" ","   Astragalus chartostegius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339480","   ","   "
" ","   Astragalus coluteocarpus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339481","   ","   "
" ","   Astragalus compactus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339482","   ","   "
" ","   Astragalus cyclophyllon","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339483","   ","   "
" ","   Astragalus depressus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339484","   ","   "
" ","   Astragalus echidna","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339485","   ","   "
" ","   Astragalus eriosphaerus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339486","   ","   "
" ","   Astragalus floccosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339487","   ","   "
" ","   Astragalus frigidus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339488","   ","   "
" ","   Astragalus glaux","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339489","   ","   "
" ","   Astragalus glochideus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339490","   ","   "
" ","   Astragalus glumaceus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339491","   ","   "
" ","   Astragalus gossypinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339492","   ","   "
" ","   Astragalus gummifer","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339493","   ","   "
" ","   Astragalus hololeios","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339494","   ","   "
" ","   Astragalus hymenostegis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339495","   ","   "
" ","   Astragalus icmadophilus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339496","   ","   "
" ","   Astragalus kahiricus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339497","   ","   "
" ","   Astragalus kerkukiensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339498","   ","   "
" ","   Astragalus kohrudicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339499","   ","   "
" ","   Astragalus koschukensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339500","   ","   "
" ","   Astragalus krauseanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339501","   ","   "
" ","   Astragalus laristanicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339502","   ","   "
" ","   Astragalus leiophyllus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339503","   ","   "
" ","   Astragalus leptynticus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339504","   ","   "
" ","   Astragalus leucocephalus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339505","   ","   "
" ","   Astragalus lilacinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339506","   ","   "
" ","   Astragalus macrourus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339507","   ","   "
" ","   Astragalus meyeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339508","   ","   "
" ","   Astragalus neurophyllus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339509","   ","   "
" ","   Astragalus ochrochlorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339510","   ","   "
" ","   Astragalus paralipomenus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339511","   ","   "
" ","   Astragalus paralurges","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339512","   ","   "
" ","   Astragalus pauperiflorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339513","   ","   "
" ","   Astragalus pellitus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339514","   ","   "
" ","   Astragalus penetratus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339515","   ","   "
" ","   Astragalus plagiophacos","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339516","   ","   "
" ","   Astragalus podocarpus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339517","   ","   "
" ","   Astragalus pseudonobilis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339518","   ","   "
" ","   Astragalus pycnocephalus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339519","   ","   "
" ","   Astragalus recognitus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339520","   ","   "
" ","   Astragalus refractus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339521","   ","   "
" ","   Astragalus ruscifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339522","   ","   "
" ","   Astragalus saxifractor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339523","   ","   "
" ","   Astragalus sciureus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339524","   ","   "
" ","   Astragalus semnanensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339525","   ","   "
" ","   Astragalus sphaeranthus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339526","   ","   "
" ","   Astragalus stevenianus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339527","   ","   "
" ","   Astragalus supervisus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339528","   ","   "
" ","   Astragalus talimansurensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339529","   ","   "
" ","   Astragalus tarumensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339530","   ","   "
" ","   Astragalus thlaspi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339531","   ","   "
" ","   Astragalus ulodjensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339532","   ","   "
" ","   Astragalus xanthomeloides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339533","   ","   "
" ","   Astragalus jaegerianus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=374739","   ","   "
" ","   Astragalus layneae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=374740","   ","   "
" ","   Astragalus uliginosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=454198","   ","   "
" ","   Astragalus acutirostris","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457880","   ","   "
" ","   Astragalus casei","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457881","   ","   "
" ","   Astragalus coccineus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457882","   ","   "
" ","   Astragalus geyeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457883","   ","   "
" ","      Astragalus geyeri var. geyeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=458137","   ","   "
" ","   Astragalus malacus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457884","   ","   "
" ","   Astragalus newberryi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457885","   ","   "
" ","   Astragalus platytropis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457886","   ","   "
" ","   Astragalus serenoi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457887","   ","   "
" ","      Astragalus serenoi var. serenoi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=458138","   ","   "
" ","   Astragalus wootonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=457888","   ","   "
" ","      Astragalus wootonii var. wootonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2873499","   ","   "
" ","   Astragalus amatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486701","   ","   "
" ","   Astragalus berteroanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486702","   ","   "
" ","   Astragalus cruckshanksii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486703","   ","   "
" ","   Astragalus cryptobotrys","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486704","   ","   "
" ","   Astragalus curvicaulis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486705","   ","   "
" ","   Astragalus darumbium","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486706","   ","   "
" ","   Astragalus edmonstonei","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486707","   ","   "
" ","   Astragalus johnstonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486708","   ","   "
" ","   Astragalus looseri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486714","   ","   "
" ","   Astragalus monticola","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486715","   ","   "
" ","   Astragalus nivicola","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486716","   ","   "
" ","   Astragalus uniflorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486717","   ","   "
" ","   Astragalus vagus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=486718","   ","   "
" ","   Astragalus rhizanthus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=487740","   ","   "
" ","      Astragalus rhizanthus subsp. candolleanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=702091","   ","   "
" ","   Astragalus discolor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=502150","   ","   "
" ","   Astragalus melilotoides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=502151","   ","   "
" ","      Astragalus melilotoides var. tenuis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=502153","   ","   "
" ","   Astragalus henryi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=502152","   ","   "
" ","   Astragalus alopecuroides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=506026","   ","   "
" ","   Astragalus exscapus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=506027","   ","   "
" ","   Astragalus armatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=512616","   ","   "
" ","      Astragalus armatus subsp. numidicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1094601","   ","   "
" ","   Astragalus danicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=512688","   ","   "
" ","   Astragalus trichopodus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=540758","   ","   "
" ","   Astragalus variabilis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=545218","   ","   "
" ","   Astragalus strictus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=545222","   ","   "
" ","   Astragalus memoriosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=608813","   ","   "
" ","   Astragalus camptodontoides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634083","   ","   "
" ","   Astragalus camptodontus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634084","   ","   "
" ","   Astragalus craibianus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634085","   ","   "
" ","   Astragalus flavovirens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634086","   ","   "
" ","   Astragalus heydei","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634087","   ","   "
" ","   Astragalus lasaensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634088","   ","   "
" ","   Astragalus pastorius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634089","   ","   "
" ","      Astragalus pastorius var. linearibracteatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634090","   ","   "
" ","   Astragalus prodigiosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634091","   ","   "
" ","   Astragalus sanbilingensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634092","   ","   "
" ","   Astragalus siccaneus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634093","   ","   "
" ","   Astragalus turgidocarpus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634094","   ","   "
" ","   Astragalus devesae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=634959","   ","   "
" ","   Astragalus membranaceus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=649199","   ","   "
" ","      Astragalus membranaceus f. pallidipurpureus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=646395","   ","   "
" ","      Astragalus membranaceus var. membranaceus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1862641","   ","   "
" ","   Astragalus angustifoliolatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=665997","   ","   "
" ","   Astragalus ansinii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=666548","   ","   "
" ","   Astragalus viridissimus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=666549","   ","   "
" ","   Astragalus drummondii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=668556","   ","   "
" ","   Astragalus leptocarpus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=668557","   ","   "
" ","   Astragalus pectinatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=668558","   ","   "
" ","   Astragalus racemosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=668559","   ","   "
" ","   Astragalus terraccianoi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=668806","   ","   "
" ","   Astragalus schelichowii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=669632","   ","   "
" ","   Astragalus sealei","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=669633","   ","   "
" ","   Astragalus tolmaczevii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=669634","   ","   "
" ","   Astragalus chrysochlorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=675724","   ","   "
" ","   Astragalus malacophyllus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=702092","   ","   "
" ","   Astragalus pindreensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=702093","   ","   "
" ","   Astragalus vesicarius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=713681","   ","   "
" ","      Astragalus vesicarius subsp. carniolicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=713682","   ","   "
" ","      Astragalus vesicarius subsp. pastellianus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=713683","   ","   "
" ","      Astragalus vesicarius subsp. vesicarius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=713684","   ","   "
" ","      Astragalus vesicarius subsp. albidus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1080396","   ","   "
" ","   Astragalus hancockii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=714452","   ","   "
" ","   Astragalus crotalariae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=746889","   ","   "
" ","   Astragalus tragacantha","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=858344","   ","   "
" ","   Astragalus borealimongolicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=903535","   ","   "
" ","   Astragalus zacharensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=903536","   ","   "
" ","   Astragalus striatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=910630","   ","   "
" ","   Astragalus bifidus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=913977","   ","   "
" ","   Astragalus olchonensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=913978","   ","   "
" ","   Astragalus versicolor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=913979","   ","   "
" ","   Astragalus stereocalyx","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=983497","   ","   "
" ","   Astragalus richardsonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=989179","   ","   "
" ","   Astragalus antalyensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042471","   ","   "
" ","   Astragalus apricus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042472","   ","   "
" ","   Astragalus avicennicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042473","   ","   "
" ","   Astragalus caprinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042474","   ","   "
" ","      Astragalus caprinus subsp. caprinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2014676","   ","   "
" ","   Astragalus chrysanthus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042475","   ","   "
" ","   Astragalus echinops","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042477","   ","   "
" ","   Astragalus gaubae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042478","   ","   "
" ","   Astragalus gypsocola","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042479","   ","   "
" ","   Astragalus impexus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042480","   ","   "
" ","   Astragalus ischredensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042481","   ","   "
" ","   Astragalus johannis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042482","   ","   "
" ","   Astragalus kashmarensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042483","   ","   "
" ","   Astragalus kermanschahensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042484","   ","   "
" ","   Astragalus kirpicznikovii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042485","   ","   "
" ","   Astragalus leonardii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042486","   ","   "
" ","   Astragalus macropelmatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042487","   ","   "
" ","      Astragalus macropelmatus subsp. macropelmatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042488","   ","   "
" ","   Astragalus mozaffarianii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042489","   ","   "
" ","   Astragalus neopodlechii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042490","   ","   "
" ","   Astragalus ovinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042491","   ","   "
" ","   Astragalus pinetorum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042492","   ","   "
" ","      Astragalus pinetorum subsp. pinetorum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042493","   ","   "
" ","      Astragalus pinetorum subsp. declinatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2792304","   ","   "
" ","   Astragalus ponticus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042494","   ","   "
" ","   Astragalus pseudobrachystachys","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042495","   ","   "
" ","   Astragalus pseudoibicinus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042496","   ","   "
" ","   Astragalus remotijugus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042497","   ","   "
" ","   Astragalus reshadensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042498","   ","   "
" ","   Astragalus rufescens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042499","   ","   "
" ","   Astragalus touranicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042500","   ","   "
" ","   Astragalus vanillae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1042501","   ","   "
